"","Indice","Latitud","Longitud","Sector","Hora","colClasses"
"4895",146,-0.2444665,-78.5189438," VILLAFLORA","15:35:45","numeric"
"4896",162,-0.2043785,-78.498677," LA MARISCAL","22:42:52","numeric"
"4897",164,-0.2097751,-78.5006028,"ND","06:40:59","character"
"4898",140,-0.1801369,-78.4671879," Antiguo Convenio","12:49:56","POSIXct"
"4899",130,-0.1568178,-78.4395236," NAYON","20:11:07","numeric"
"4900",98,-0.1450108,-78.4870148," Bicentenario","14:47:05","numeric"
"4901",107,-0.238544299999999,-78.5251665," NO DEFINIDO","23:12:01","numeric"
"4902",228,-0.3119072,-78.4717798,"ND","23:20:56","character"
"4903",202,-0.2997623,-78.542397,"ND","08:48:01","POSIXct"
"4904",263,-0.229343,-78.511118,"ND","01:58:38","numeric"
"4905",231,-0.2105422,-78.4464598," CUMBAYA","11:28:28","numeric"
"4906",216,-0.2863836,-78.4403578,"ND","19:57:57","numeric"
"4907",233,-0.2098985,-78.4183395,"ND","01:04:59","character"
"4908",219,-0.2778382,-78.4655678," CONOCOTO","08:09:46","POSIXct"
"4909",172,-0.1779911,-78.4887099,"ND","04:58:02","numeric"
"4910",182,-0.2457754,-78.5342002,"ND","05:11:33","numeric"
"4911",170,-0.1854047,-78.4908557,"ND","11:04:06","numeric"
"4912",43,-0.2177251,-78.5119647," CENTRO HISTORICO","12:23:08","character"
"4913",47,-0.2214185,-78.5127211," CENTRO HISTORICO","02:51:12","POSIXct"
"4914",190,-0.2834332,-78.5443068," QUITUMBE","02:03:57","numeric"
"4915",27,-0.2186639,-78.5102991," CENTRO HISTORICO","02:27:43","numeric"
"4916",125,-0.1720527,-78.4847778," Antiguo Convenio","01:01:02","numeric"
"4917",82,-0.2082518,-78.4902239," LA FLORESTA","19:16:46","character"
"4918",75,-0.205317,-78.4795209999999," LA FLORESTA","18:10:10","POSIXct"
"4919",267,-0.127787,-78.470157,"ND","03:32:19","numeric"
"4920",70,-0.1923677,-78.4883291," LA CAROLINA","11:51:09","numeric"
"4921",10,-0.2234436,-78.5163448," CENTRO HISTORICO","21:12:25","numeric"
"4922",14,-0.221448,-78.5115623," CENTRO HISTORICO","07:22:08","character"
"4923",56,-0.1880037,-78.4855529," LA CAROLINA","02:42:30","POSIXct"
"4924",206,-0.285418,-78.444947,"ND","16:25:50","numeric"
"4925",267,-0.127787,-78.470157,"ND","00:16:27","numeric"
"4926",46,-0.2167434,-78.5085985," CENTRO HISTORICO","00:02:37","numeric"
"4927",158,-0.1982256,-78.4959358,"ND","08:42:48","character"
"4928",198,-0.2671578,-78.5270655,"ND","05:46:39","POSIXct"
"4929",130,-0.1568178,-78.4395236," NAYON","16:30:41","numeric"
"4930",81,-0.2088524,-78.4895095," LA FLORESTA","18:52:39","numeric"
"4931",116,-0.246505,-78.5238898," NO DEFINIDO","18:14:46","numeric"
"4932",244,-0.219732,-78.511187,"ND","21:24:56","character"
"4933",14,-0.221448,-78.5115623," CENTRO HISTORICO","14:18:33","POSIXct"
"4934",64,-0.1767251,-78.4821975," LA CAROLINA","08:57:11","numeric"
"4935",93,-0.1993414,-78.4754705," LA FLORESTA","21:44:06","numeric"
"4936",253,-0.219367,-78.50844,"ND","12:25:55","numeric"
"4937",74,-0.204309,-78.4790699999999," LA FLORESTA","19:57:09","character"
"4938",125,-0.1720527,-78.4847778," Antiguo Convenio","22:37:55","POSIXct"
"4939",85,-0.2075673,-78.4837538," LA FLORESTA","23:23:57","numeric"
"4940",155,-0.215912,-78.5030544,"ND","15:30:04","numeric"
"4941",107,-0.238544299999999,-78.5251665," NO DEFINIDO","23:43:37","numeric"
"4942",2,-0.2200103,-78.5150975," CENTRO HISTORICO","21:20:44","character"
"4943",91,-0.2126498,-78.4847694," LA FLORESTA","00:46:56","POSIXct"
"4944",252,-0.219911,-78.509958,"ND","04:28:26","numeric"
"4945",247,-0.221011,-78.511657,"ND","05:03:02","numeric"
"4946",61,-0.1761082,-78.4827232," LA CAROLINA","19:08:12","numeric"
"4947",212,-0.3065536,-78.438035,"ND","09:16:27","character"
"4948",232,-0.2244092,-78.4281992," CUMBAYA","07:31:57","POSIXct"
"4949",26,-0.2203993,-78.5131261," CENTRO HISTORICO","16:01:41","numeric"
"4950",7,-0.2235642,-78.5155964," CENTRO HISTORICO","17:32:02","numeric"
"4951",206,-0.285418,-78.444947,"ND","05:26:12","numeric"
"4952",10,-0.2234436,-78.5163448," CENTRO HISTORICO","15:12:06","character"
"4953",21,-0.2197851,-78.5079011," CENTRO HISTORICO","14:24:36","POSIXct"
"4954",268,-0.126856,-78.470375,"ND","07:14:07","numeric"
"4955",68,-0.2074845,-78.5122168," LA CAROLINA","22:10:36","numeric"
"4956",258,-0.220943,-78.515096,"ND","08:53:36","numeric"
"4957",146,-0.2444665,-78.5189438," VILLAFLORA","04:44:49","character"
"4958",10,-0.2234436,-78.5163448," CENTRO HISTORICO","03:14:52","POSIXct"
"4959",104,-0.239890699999999,-78.516503," NO DEFINIDO","12:54:47","numeric"
"4960",97,-0.1450752,-78.4885597," Bicentenario","23:39:17","numeric"
"4961",85,-0.2075673,-78.4837538," LA FLORESTA","08:08:59","numeric"
"4962",69,-0.3917269,-78.5423622," LA CAROLINA","07:32:49","character"
"4963",23,-0.2133263,-78.5077858," CENTRO HISTORICO","12:16:44","POSIXct"
"4964",58,-0.1830296,-78.4822974," LA CAROLINA","22:04:07","numeric"
"4965",136,-0.2728506,-78.5372716," SOLANDA","21:29:32","numeric"
"4966",102,-0.2351862,-78.5164869," NO DEFINIDO","20:09:57","numeric"
"4967",12,-0.2227623,-78.5170072," CENTRO HISTORICO","17:32:27","character"
"4968",226,-0.3027449,-78.4767312,"ND","06:55:24","POSIXct"
"4969",64,-0.1767251,-78.4821975," LA CAROLINA","07:35:37","numeric"
"4970",38,-0.2212495,-78.5161972," CENTRO HISTORICO","18:07:45","numeric"
"4971",193,-0.1784632,-78.4781742,"ND","11:40:53","numeric"
"4972",21,-0.2197851,-78.5079011," CENTRO HISTORICO","22:52:28","character"
"4973",36,-0.2152629,-78.5068095," CENTRO HISTORICO","12:39:13","POSIXct"
"4974",143,-0.208611,-78.3934164," TUMBACO","21:05:20","numeric"
"4975",15,-0.2185432,-78.5123696," CENTRO HISTORICO","07:48:31","numeric"
"4976",189,-0.2784766,-78.5428262,"ND","18:52:11","numeric"
"4977",241,-0.166931,-78.308594,"ND","09:51:08","character"
"4978",188,-0.272726,-78.5379767,"ND","09:59:55","POSIXct"
"4979",26,-0.2203993,-78.5131261," CENTRO HISTORICO","16:11:45","numeric"
"4980",187,-0.258843,-78.5297155,"ND","00:38:42","numeric"
"4981",232,-0.2244092,-78.4281992," CUMBAYA","02:28:39","numeric"
"4982",63,-0.17665,-78.4828306," LA CAROLINA","17:53:50","character"
"4983",31,-0.2085842,-78.4987575," CENTRO HISTORICO","01:19:31","POSIXct"
"4984",251,-0.221476,-78.510911,"ND","09:14:51","numeric"
"4985",218,-0.2789004,-78.4632664," CONOCOTO","23:34:17","numeric"
"4986",193,-0.1784632,-78.4781742,"ND","00:43:07","numeric"
"4987",48,-0.2228883,-78.5104707," CENTRO HISTORICO","02:52:43","character"
"4988",105,-0.2174944,-78.5187292," NO DEFINIDO","13:18:35","POSIXct"
"4989",116,-0.246505,-78.5238898," NO DEFINIDO","06:00:42","numeric"
"4990",163,-0.2087612,-78.5002273,"ND","19:43:22","numeric"
"4991",153,-0.2177948,-78.5058868,"ND","16:27:43","numeric"
"4992",76,-0.2041237,-78.4814931," LA FLORESTA","11:41:07","character"
"4993",131,-0.1988908,-78.4345293," Antiguo Convenio","10:17:57","POSIXct"
"4994",45,-0.2167434,-78.5085985," CENTRO HISTORICO","20:14:22","numeric"
"4995",70,-0.1923677,-78.4883291," LA CAROLINA","11:14:06","numeric"
"4996",139,-0.2698078,-78.4637868," CONOCOTO","08:29:45","numeric"
"4997",117,-0.099136,-78.453081," NO DEFINIDO","21:10:27","character"
"4998",235,-0.2027531,-78.4401298," CUMBAYA","03:35:19","POSIXct"
"4999",17,-0.2206594,-78.5144967," CENTRO HISTORICO","04:03:51","numeric"
"5000",182,-0.2457754,-78.5342002,"ND","12:29:04","numeric"
"5001",19,-0.220284,-78.5095749," CENTRO HISTORICO","08:12:12","numeric"
"5002",213,-0.3064248,-78.4363854,"ND","09:30:32","character"
"5003",16,-0.2147479,-78.5011125," CENTRO HISTORICO","16:00:34","POSIXct"
"5004",198,-0.2671578,-78.5270655,"ND","12:55:32","numeric"
"5005",58,-0.1830296,-78.4822974," LA CAROLINA","13:01:00","numeric"
"5006",101,-0.2092118,-78.4956193," NO DEFINIDO","15:56:55","numeric"
"5007",110,-0.203252,-78.4957051," NO DEFINIDO","00:23:06","character"
"5008",37,-0.2076293,-78.5052967," CENTRO HISTORICO","18:47:58","POSIXct"
"5009",202,-0.2997623,-78.542397,"ND","18:35:39","numeric"
"5010",75,-0.205317,-78.4795209999999," LA FLORESTA","12:50:31","numeric"
"5011",95,-0.1659212,-78.4924221," Parque Suecia","07:40:59","numeric"
"5012",52,-0.1839268,-78.4869182," LA CAROLINA","03:35:01","character"
"5013",88,-0.2102299,-78.4825548," LA FLORESTA","18:32:30","POSIXct"
"5014",187,-0.258843,-78.5297155,"ND","08:35:28","numeric"
"5015",187,-0.258843,-78.5297155,"ND","17:54:37","numeric"
"5016",26,-0.2203993,-78.5131261," CENTRO HISTORICO","21:25:08","numeric"
"5017",91,-0.2126498,-78.4847694," LA FLORESTA","20:21:43","character"
"5018",72,-0.2037455,-78.4947288," LA CAROLINA","07:39:56","POSIXct"
"5019",89,-0.210997,-78.482433," LA FLORESTA","02:03:50","numeric"
"5020",140,-0.1801369,-78.4671879," Antiguo Convenio","03:53:09","numeric"
"5021",87,-0.2096066,-78.4832425," LA FLORESTA","11:38:39","numeric"
"5022",252,-0.219911,-78.509958,"ND","16:00:38","character"
"5023",38,-0.2212495,-78.5161972," CENTRO HISTORICO","18:18:13","POSIXct"
"5024",144,-0.219254,-78.38552," TUMBACO","15:30:48","numeric"
"5025",126,-0.2030404,-78.4895484," LA MARISCAL","16:56:27","numeric"
"5026",135,-0.1285989,-78.4709734," Antiguo Convenio","22:07:48","numeric"
"5027",132,-0.2013945,-78.4794541," GUAPULO","20:04:12","character"
"5028",48,-0.2228883,-78.5104707," CENTRO HISTORICO","21:05:05","POSIXct"
"5029",94,-0.2001353,-78.4755349," LA FLORESTA","06:56:19","numeric"
"5030",163,-0.2087612,-78.5002273,"ND","05:04:02","numeric"
"5031",174,-0.2026673,-78.486886,"ND","14:28:55","numeric"
"5032",216,-0.2863836,-78.4403578,"ND","11:47:40","character"
"5033",57,-0.1856246,-78.4845739," LA CAROLINA","08:03:39","POSIXct"
"5034",215,-0.2964122,-78.4407949,"ND","23:16:24","numeric"
"5035",38,-0.2212495,-78.5161972," CENTRO HISTORICO","16:36:52","numeric"
"5036",151,-0.2340918,-78.5142767,"ND","04:41:50","numeric"
"5037",13,-0.223127,-78.5150599," CENTRO HISTORICO","03:02:43","character"
"5038",248,-0.220188,-78.512844,"ND","00:19:34","POSIXct"
"5039",243,-0.219723,-78.511905,"ND","02:56:46","numeric"
"5040",19,-0.220284,-78.5095749," CENTRO HISTORICO","23:12:38","numeric"
"5041",191,-0.2786482,-78.5528255," CHILLOGALLO","23:09:05","numeric"
"5042",75,-0.205317,-78.4795209999999," LA FLORESTA","06:33:15","character"
"5043",23,-0.2133263,-78.5077858," CENTRO HISTORICO","11:33:48","POSIXct"
"5044",121,-0.113134,-78.4945629999999," LA DELICIA","02:11:29","numeric"
"5045",137,-0.3446081,-78.55937," GUAMANI","03:47:53","numeric"
"5046",241,-0.166931,-78.308594,"ND","02:58:35","numeric"
"5047",138,-0.1941486,-78.5120988," Antiguo Convenio","21:43:46","character"
"5048",49,-0.2234865,-78.5092154," CENTRO HISTORICO","19:23:44","POSIXct"
"5049",175,-0.2140827,-78.4986877,"ND","20:01:21","numeric"
"5050",82,-0.2082518,-78.4902239," LA FLORESTA","16:55:51","numeric"
"5051",239,-0.119253,-78.490336," LA OFELIA","13:03:39","numeric"
"5052",126,-0.2030404,-78.4895484," LA MARISCAL","10:00:11","character"
"5053",56,-0.1880037,-78.4855529," LA CAROLINA","22:34:05","POSIXct"
"5054",203,-0.2785195,-78.5316896,"ND","20:59:50","numeric"
"5055",230,-0.2147693,-78.4453654,"ND","05:58:28","numeric"
"5056",179,-0.2046092,-78.5061228,"ND","00:19:10","numeric"
"5057",167,-0.1882478,-78.491832,"ND","16:23:54","character"
"5058",142,-0.1265143,-78.3184862," Antiguo Convenio","00:59:13","POSIXct"
"5059",84,-0.2086921,-78.4858141," LA FLORESTA","15:51:24","numeric"
"5060",166,-0.2081819,-78.4902871," LA FLORESTA","01:07:20","numeric"
"5061",239,-0.119253,-78.490336," LA OFELIA","03:45:46","numeric"
"5062",40,-0.2198333,-78.51322," CENTRO HISTORICO","16:05:31","character"
"5063",13,-0.223127,-78.5150599," CENTRO HISTORICO","05:03:49","POSIXct"
"5064",189,-0.2784766,-78.5428262,"ND","11:44:31","numeric"
"5065",116,-0.246505,-78.5238898," NO DEFINIDO","19:53:02","numeric"
"5066",115,-0.2921986,-78.4001434," LA MERCED","04:43:09","numeric"
"5067",66,-0.2689066,-78.4674454," LA CAROLINA","10:41:04","character"
"5068",61,-0.1761082,-78.4827232," LA CAROLINA","08:26:59","POSIXct"
"5069",94,-0.2001353,-78.4755349," LA FLORESTA","16:27:16","numeric"
"5070",139,-0.2698078,-78.4637868," CONOCOTO","13:26:15","numeric"
"5071",156,-0.2091367,-78.4959358,"ND","08:08:00","numeric"
"5072",19,-0.220284,-78.5095749," CENTRO HISTORICO","13:45:53","character"
"5073",249,-0.221413,-78.513905,"ND","15:14:40","POSIXct"
"5074",242,-0.220391,-78.511719,"ND","14:44:46","numeric"
"5075",41,-0.2228065,-78.5125803," CENTRO HISTORICO","09:05:00","numeric"
"5076",243,-0.219723,-78.511905,"ND","12:13:13","numeric"
"5077",218,-0.2789004,-78.4632664," CONOCOTO","01:35:55","character"
"5078",57,-0.1856246,-78.4845739," LA CAROLINA","01:41:04","POSIXct"
"5079",265,-0.211813,-78.506782,"ND","22:04:59","numeric"
"5080",54,-0.1867726,-78.4849656," LA CAROLINA","22:08:35","numeric"
"5081",243,-0.219723,-78.511905,"ND","21:11:57","numeric"
"5082",30,-0.2207828,-78.5104116," CENTRO HISTORICO","09:13:22","character"
"5083",243,-0.219723,-78.511905,"ND","03:34:50","POSIXct"
"5084",252,-0.219911,-78.509958,"ND","08:57:18","numeric"
"5085",252,-0.219911,-78.509958,"ND","22:14:05","numeric"
"5086",79,-0.2078069,-78.487842," LA FLORESTA","17:07:51","numeric"
"5087",253,-0.219367,-78.50844,"ND","23:33:55","character"
"5088",183,-0.2575448,-78.5436416,"ND","04:37:11","POSIXct"
"5089",95,-0.1659212,-78.4924221," Parque Suecia","22:12:37","numeric"
"5090",68,-0.2074845,-78.5122168," LA CAROLINA","02:18:02","numeric"
"5091",142,-0.1265143,-78.3184862," Antiguo Convenio","07:59:04","numeric"
"5092",42,-0.2240363,-78.5217735," CENTRO HISTORICO","00:56:53","character"
"5093",40,-0.2198333,-78.51322," CENTRO HISTORICO","04:44:58","POSIXct"
"5094",245,-0.220349,-78.51105,"ND","15:45:17","numeric"
"5095",160,-0.1918849,-78.4933233,"ND","16:46:42","numeric"
"5096",112,-0.2877891,-78.5475254," NO DEFINIDO","09:19:28","numeric"
"5097",92,-0.2132298,-78.4846652," LA FLORESTA","22:13:26","character"
"5098",173,-0.1719937,-78.4875727,"ND","07:26:32","POSIXct"
"5099",7,-0.2235642,-78.5155964," CENTRO HISTORICO","16:17:47","numeric"
"5100",228,-0.3119072,-78.4717798,"ND","19:59:57","numeric"
"5101",160,-0.1918849,-78.4933233,"ND","07:36:08","numeric"
"5102",116,-0.246505,-78.5238898," NO DEFINIDO","03:35:21","character"
"5103",92,-0.2132298,-78.4846652," LA FLORESTA","01:45:35","POSIXct"
"5104",132,-0.2013945,-78.4794541," GUAPULO","17:36:58","numeric"
"5105",205,-0.2863944,-78.4464437,"ND","18:48:38","numeric"
"5106",119,-0.1998054,-78.431611," NO DEFINIDO","23:53:30","numeric"
"5107",189,-0.2784766,-78.5428262,"ND","15:54:07","character"
"5108",172,-0.1779911,-78.4887099,"ND","08:19:13","POSIXct"
"5109",249,-0.221413,-78.513905,"ND","15:35:02","numeric"
"5110",57,-0.1856246,-78.4845739," LA CAROLINA","20:46:25","numeric"
"5111",49,-0.2234865,-78.5092154," CENTRO HISTORICO","04:54:33","numeric"
"5112",207,-0.2876335,-78.4458268,"ND","09:47:39","character"
"5113",49,-0.2234865,-78.5092154," CENTRO HISTORICO","13:58:32","POSIXct"
"5114",93,-0.1993414,-78.4754705," LA FLORESTA","22:27:25","numeric"
"5115",88,-0.2102299,-78.4825548," LA FLORESTA","12:02:26","numeric"
"5116",239,-0.119253,-78.490336," LA OFELIA","02:30:39","numeric"
"5117",167,-0.1882478,-78.491832,"ND","23:43:38","character"
"5118",133,-0.1875075,-78.4933662," Antiguo Convenio","15:11:04","POSIXct"
"5119",48,-0.2228883,-78.5104707," CENTRO HISTORICO","19:38:45","numeric"
"5120",71,-0.1969489,-78.4894449," LA CAROLINA","12:25:51","numeric"
"5121",34,-0.2220435,-78.5160148," CENTRO HISTORICO","02:03:37","numeric"
"5122",140,-0.1801369,-78.4671879," Antiguo Convenio","17:12:06","character"
"5123",125,-0.1720527,-78.4847778," Antiguo Convenio","18:42:08","POSIXct"
"5124",199,-0.271696,-78.5290182,"ND","11:50:38","numeric"
"5125",88,-0.2102299,-78.4825548," LA FLORESTA","16:34:54","numeric"
"5126",188,-0.272726,-78.5379767,"ND","12:55:27","numeric"
"5127",157,-0.1979574,-78.4957749,"ND","17:51:55","character"
"5128",117,-0.099136,-78.453081," NO DEFINIDO","09:30:40","POSIXct"
"5129",33,-0.2110357,-78.4967566," CENTRO HISTORICO","01:04:11","numeric"
"5130",267,-0.127787,-78.470157,"ND","06:08:45","numeric"
"5131",30,-0.2207828,-78.5104116," CENTRO HISTORICO","16:42:06","numeric"
"5132",255,-0.218764,-78.511859,"ND","00:45:23","character"
"5133",103,-0.2340865,-78.5148132," NO DEFINIDO","13:13:21","POSIXct"
"5134",57,-0.1856246,-78.4845739," LA CAROLINA","19:11:58","numeric"
"5135",128,-0.3001911,-78.5490886," QUITUMBE","01:19:57","numeric"
"5136",255,-0.218764,-78.511859,"ND","23:05:03","numeric"
"5137",35,-0.2173174,-78.5090894," CENTRO HISTORICO","10:20:04","character"
"5138",40,-0.2198333,-78.51322," CENTRO HISTORICO","23:48:34","POSIXct"
"5139",83,-0.2051081,-78.4854009," LA FLORESTA","17:27:56","numeric"
"5140",115,-0.2921986,-78.4001434," LA MERCED","06:56:40","numeric"
"5141",58,-0.1830296,-78.4822974," LA CAROLINA","04:26:51","numeric"
"5142",12,-0.2227623,-78.5170072," CENTRO HISTORICO","07:13:41","character"
"5143",86,-0.2088568,-78.482956," LA FLORESTA","15:50:19","POSIXct"
"5144",107,-0.238544299999999,-78.5251665," NO DEFINIDO","12:39:10","numeric"
"5145",88,-0.2102299,-78.4825548," LA FLORESTA","00:49:25","numeric"
"5146",84,-0.2086921,-78.4858141," LA FLORESTA","09:50:15","numeric"
"5147",63,-0.17665,-78.4828306," LA CAROLINA","14:59:04","character"
"5148",151,-0.2340918,-78.5142767,"ND","03:56:19","POSIXct"
"5149",6,-0.2238485,-78.5151109," CENTRO HISTORICO","03:06:39","numeric"
"5150",145,-0.2529851,-78.5213685," EL RECREO","15:20:09","numeric"
"5151",224,-0.2600661,-78.4519262," GUANGOPOLO","02:43:32","numeric"
"5152",51,-0.2186907,-78.5085744," CENTRO HISTORICO","02:52:42","character"
"5153",265,-0.211813,-78.506782,"ND","12:39:36","POSIXct"
"5154",38,-0.2212495,-78.5161972," CENTRO HISTORICO","11:24:09","numeric"
"5155",95,-0.1659212,-78.4924221," Parque Suecia","13:09:29","numeric"
"5156",173,-0.1719937,-78.4875727,"ND","02:42:17","numeric"
"5157",200,-0.2809013,-78.5336315,"ND","01:00:28","character"
"5158",105,-0.2174944,-78.5187292," NO DEFINIDO","04:29:16","POSIXct"
"5159",152,-0.2204609,-78.5107952," CENTRO HISTORICO","07:21:11","numeric"
"5160",53,-0.1863515,-78.4854832," LA CAROLINA","13:15:57","numeric"
"5161",170,-0.1854047,-78.4908557,"ND","22:12:23","numeric"
"5162",230,-0.2147693,-78.4453654,"ND","06:47:18","character"
"5163",139,-0.2698078,-78.4637868," CONOCOTO","14:10:44","POSIXct"
"5164",233,-0.2098985,-78.4183395,"ND","10:12:03","numeric"
"5165",147,-0.2394026,-78.5169268," CHIMBACALLE","06:44:35","numeric"
"5166",253,-0.219367,-78.50844,"ND","15:17:30","numeric"
"5167",231,-0.2105422,-78.4464598," CUMBAYA","00:30:25","character"
"5168",179,-0.2046092,-78.5061228,"ND","09:23:24","POSIXct"
"5169",114,-0.2856326,-78.441098," EL TINGO","12:27:22","numeric"
"5170",52,-0.1839268,-78.4869182," LA CAROLINA","02:31:50","numeric"
"5171",225,-0.3036461,-78.477104,"ND","01:41:55","numeric"
"5172",142,-0.1265143,-78.3184862," Antiguo Convenio","17:16:30","character"
"5173",196,-0.1630352,-78.4725308," EL INCA","15:44:29","POSIXct"
"5174",3,-0.2235964,-78.5129652," CENTRO HISTORICO","11:36:37","numeric"
"5175",43,-0.2177251,-78.5119647," CENTRO HISTORICO","09:47:02","numeric"
"5176",28,-0.2210886,-78.5139468," CENTRO HISTORICO","04:06:14","numeric"
"5177",113,-0.2921879,-78.4777826," CONOCOTO","22:38:09","character"
"5178",13,-0.223127,-78.5150599," CENTRO HISTORICO","20:54:34","POSIXct"
"5179",261,-0.22564,-78.513395,"ND","07:57:29","numeric"
"5180",225,-0.3036461,-78.477104,"ND","23:01:09","numeric"
"5181",99,-0.1402687,-78.4885597," Bicentenario","11:02:04","numeric"
"5182",2,-0.2200103,-78.5150975," CENTRO HISTORICO","07:35:38","character"
"5183",55,-0.1882612,-78.4840509," LA CAROLINA","08:00:30","POSIXct"
"5184",181,-0.2408724,-78.5319042," LA MAGDALENA","07:21:24","numeric"
"5185",232,-0.2244092,-78.4281992," CUMBAYA","09:19:40","numeric"
"5186",87,-0.2096066,-78.4832425," LA FLORESTA","09:19:56","numeric"
"5187",17,-0.2206594,-78.5144967," CENTRO HISTORICO","09:41:07","character"
"5188",174,-0.2026673,-78.486886,"ND","23:08:03","POSIXct"
"5189",144,-0.219254,-78.38552," TUMBACO","15:27:12","numeric"
"5190",10,-0.2234436,-78.5163448," CENTRO HISTORICO","18:14:22","numeric"
"5191",119,-0.1998054,-78.431611," NO DEFINIDO","16:43:00","numeric"
"5192",21,-0.2197851,-78.5079011," CENTRO HISTORICO","05:45:45","character"
"5193",189,-0.2784766,-78.5428262,"ND","00:46:07","POSIXct"
"5194",215,-0.2964122,-78.4407949,"ND","00:42:14","numeric"
"5195",81,-0.2088524,-78.4895095," LA FLORESTA","14:31:52","numeric"
"5196",217,-0.2849406,-78.4418088,"ND","08:39:46","numeric"
"5197",123,-0.2063694,-78.4962994," LA MARISCAL","12:39:40","character"
"5198",180,-0.2365594,-78.527441,"ND","01:06:38","POSIXct"
"5199",116,-0.246505,-78.5238898," NO DEFINIDO","21:43:41","numeric"
"5200",265,-0.211813,-78.506782,"ND","18:05:25","numeric"
"5201",45,-0.2167434,-78.5085985," CENTRO HISTORICO","03:19:41","numeric"
"5202",261,-0.22564,-78.513395,"ND","03:37:33","character"
"5203",137,-0.3446081,-78.55937," GUAMANI","01:08:29","POSIXct"
"5204",136,-0.2728506,-78.5372716," SOLANDA","15:54:32","numeric"
"5205",55,-0.1882612,-78.4840509," LA CAROLINA","04:56:14","numeric"
"5206",47,-0.2214185,-78.5127211," CENTRO HISTORICO","17:55:32","numeric"
"5207",148,-0.2310341,-78.5133702,"ND","23:03:01","character"
"5208",266,-0.209506,-78.497329,"ND","01:06:43","POSIXct"
"5209",238,-0.119486,-78.453083,"ND","09:26:36","numeric"
"5210",220,-0.2802709,-78.4628319,"ND","04:44:06","numeric"
"5211",2,-0.2200103,-78.5150975," CENTRO HISTORICO","08:55:05","numeric"
"5212",143,-0.208611,-78.3934164," TUMBACO","19:35:24","character"
"5213",144,-0.219254,-78.38552," TUMBACO","12:04:56","POSIXct"
"5214",267,-0.127787,-78.470157,"ND","14:07:44","numeric"
"5215",157,-0.1979574,-78.4957749,"ND","22:08:55","numeric"
"5216",138,-0.1941486,-78.5120988," Antiguo Convenio","01:48:48","numeric"
"5217",8,-0.2232826,-78.5160497," CENTRO HISTORICO","17:14:00","character"
"5218",70,-0.1923677,-78.4883291," LA CAROLINA","10:03:48","POSIXct"
"5219",134,-0.1809684,-78.4926689," Antiguo Convenio","00:38:54","numeric"
"5220",48,-0.2228883,-78.5104707," CENTRO HISTORICO","20:20:01","numeric"
"5221",240,-0.20815,-78.512958,"ND","09:28:17","numeric"
"5222",101,-0.2092118,-78.4956193," NO DEFINIDO","18:08:47","character"
"5223",44,-0.2234167,-78.5098243," CENTRO HISTORICO","14:40:01","POSIXct"
"5224",36,-0.2152629,-78.5068095," CENTRO HISTORICO","17:56:58","numeric"
"5225",195,-0.1701591,-78.4761143,"ND","12:22:27","numeric"
"5226",37,-0.2076293,-78.5052967," CENTRO HISTORICO","06:57:11","numeric"
"5227",85,-0.2075673,-78.4837538," LA FLORESTA","22:05:05","character"
"5228",203,-0.2785195,-78.5316896,"ND","11:55:10","POSIXct"
"5229",87,-0.2096066,-78.4832425," LA FLORESTA","05:08:37","numeric"
"5230",11,-0.2218235,-78.5181606," CENTRO HISTORICO","02:53:56","numeric"
"5231",157,-0.1979574,-78.4957749,"ND","08:06:23","numeric"
"5232",149,-0.2264798,-78.5129893,"ND","01:58:04","character"
"5233",251,-0.221476,-78.510911,"ND","06:45:02","POSIXct"
"5234",220,-0.2802709,-78.4628319,"ND","11:30:13","numeric"
"5235",9,-0.2219683,-78.5141694," CENTRO HISTORICO","09:56:28","numeric"
"5236",127,-0.2484601,-78.5257342," Antiguo Convenio","05:35:15","numeric"
"5237",258,-0.220943,-78.515096,"ND","20:14:40","character"
"5238",260,-0.224285,-78.514084,"ND","14:18:15","POSIXct"
"5239",235,-0.2027531,-78.4401298," CUMBAYA","11:13:19","numeric"
"5240",16,-0.2147479,-78.5011125," CENTRO HISTORICO","18:58:32","numeric"
"5241",191,-0.2786482,-78.5528255," CHILLOGALLO","23:26:04","numeric"
"5242",33,-0.2110357,-78.4967566," CENTRO HISTORICO","20:19:07","character"
"5243",68,-0.2074845,-78.5122168," LA CAROLINA","02:33:48","POSIXct"
"5244",23,-0.2133263,-78.5077858," CENTRO HISTORICO","01:39:56","numeric"
"5245",181,-0.2408724,-78.5319042," LA MAGDALENA","08:52:23","numeric"
"5246",170,-0.1854047,-78.4908557,"ND","05:03:08","numeric"
"5247",257,-0.218603,-78.511359,"ND","00:24:24","character"
"5248",11,-0.2218235,-78.5181606," CENTRO HISTORICO","08:00:26","POSIXct"
"5249",170,-0.1854047,-78.4908557,"ND","17:13:24","numeric"
"5250",75,-0.205317,-78.4795209999999," LA FLORESTA","00:58:05","numeric"
"5251",110,-0.203252,-78.4957051," NO DEFINIDO","15:59:40","numeric"
"5252",17,-0.2206594,-78.5144967," CENTRO HISTORICO","12:30:42","character"
"5253",256,-0.21911,-78.512791,"ND","12:42:05","POSIXct"
"5254",57,-0.1856246,-78.4845739," LA CAROLINA","16:37:17","numeric"
"5255",10,-0.2234436,-78.5163448," CENTRO HISTORICO","05:34:05","numeric"
"5256",1,-0.2101185,-78.5003829," CENTRO HISTORICO","00:41:02","numeric"
